StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Screen_Browser,Screen_Version,Screen_Operating System,Screen_Resolution,Display,Display2,Inst1b,Inst1c,Ense1_2GraphsFill1,Ense1_2GraphsFill2,Ense1_2GraphsFill3,Ense1_2GraphsFill4,Ense1_2GraphsFill5,Ense1_2GraphsFill6,Ense1_2GraphsFill7,Ense1_2GraphsFill8,Ense1_2GraphsFill9,Ense1_2GraphsFill10,Ense1_2GraphsFill11,Ense1_2GraphsFill12,Ense1_2GraphsFill13,Ense1_2GraphsFill14,Ense1_2GraphsFill15,Ense1_2GraphsFill16,Ense1_2GraphsFill17,Ense1_2GraphsFill18,Ense1_2GraphsFill19,Ense1_2GraphsFill20,Ense1_6GraphsFill1,Ense1_6GraphsFill2,Ense1_6GraphsFill3,Ense1_6GraphsFill4,Ense1_6GraphsFill5,Ense1_6GraphsFill6,Ense1_6GraphsFill7,Ense1_6GraphsFill8,Ense1_6GraphsFill9,Ense1_6GraphsFill10,Ense1_6GraphsFill11,Ense1_6GraphsFill12,Ense1_6GraphsFill13,Ense1_6GraphsFill14,Ense1_6GraphsFill15,Ense1_6GraphsFill16,Ense1_6GraphsFill17,Ense1_6GraphsFill18,Ense1_6GraphsFill19,Ense1_6GraphsFill20,Ense1_10GraphsFill1,Ense1_10GraphsFill2,Ense1_10GraphsFill3 ,Ense1_10GraphsFill4,Ense1_10GraphsFill5,Ense1_10GraphsFill6,Ense1_10GraphsFill7 ,Ense1_10GraphsFill8,Ense1_10GraphsFill9,Ense1_10GraphsFill10,Ense1_10GraphsFill11,Ense1_10GraphsFill12,Ense1_10GraphsFill13,Ense1_10GraphsFill14,Ense1_10GraphsFill15,Ense1_10GraphsFill16,Ense1_10GraphsFill17,Ense1_10GraphsFill18,Ense1_10GraphsFill19,Ense1_10GraphsFill20,Ense1_14GraphsFill1,Ense1_14GraphsFill2,Ense1_14GraphsFill3,Ense1_14GraphsFill4,Ense1_14GraphsFill5,Ense1_14GraphsFill6,Ense1_14GraphsFill7,Ense1_14GraphsFill8,Ense1_14GraphsFill9,Ense1_14GraphsFill10,Ense1_14GraphsFill11,Ense1_14GraphsFill12,Ense1_14GraphsFill13,Ense1_14GraphsFill14,Ense1_14GraphsFill15,Ense1_14GraphsFill16,Ense1_14GraphsFill17,Ense1_14GraphsFill18,Ense1_14GraphsFill19,Ense1_14GraphsFill20,Ense1_18GraphsFill1,Ense1_18GraphsFill2,Ense1_18GraphsFill3,Ense1_18GraphsFill4,Ense1_18GraphsFill5,Ense1_18GraphsFill6,Ense1_18GraphsFill7,Ense1_18GraphsFill8,Ense1_18GraphsFill9 ,Ense1_18GraphsFill10,Ense1_18GraphsFill11,Ense1_18GraphsFill12,Ense1_18GraphsFill13,Ense1_18GraphsFill14,Ense1_18GraphsFill15,Ense1_18GraphsFill16,Ense1_18GraphsFill17,Ense1_18GraphsFill18,Ense1_18GraphsFill19,Ense1_18GraphsFill20,Ense1_22GraphsFill1,Ense1_22GraphsFill2,Ense1_22GraphsFill3,Ense1_22GraphsFill4,Ense1_22GraphsFill5,Ense1_22GraphsFill6,Ense1_22GraphsFill7,Ense1_22GraphsFill8,Ense1_22GraphsFill9,Ense1_22GraphsFill10,Ense1_22GraphsFill11,Ense1_22GraphsFill12,Ense1_22GraphsFill13,Ense1_22GraphsFill14,Ense1_22GraphsFill15,Ense1_22GraphsFill16,Ense1_22GraphsFill17,Ense1_22GraphsFill18,Ense1_22GraphsFill19,Ense1_22GraphsFill20,Ense1_26GraphsFill1,Ense1_26GraphsFill2,Ense1_26GraphsFill3,Ense1_26GraphsFill4,Ense1_26GraphsFill5,Ense1_26GraphsFill6,Ense1_26GraphsFill7,Ense1_26GraphsFill8,Ense1_26GraphsFill9,Ense1_26GraphsFill10,Ense1_26GraphsFill11,Ense1_26GraphsFill12,Ense1_26GraphsFill13,Ense1_26GraphsFill14,Ense1_26GraphsFill15,Ense1_26GraphsFill16,Ense1_26GraphsFill17,Ense1_26GraphsFill18,Ense1_26GraphsFill19,Ense1_26GraphsFill20,Ense1_30GraphsFill1,Ense1_30GraphsFill2,Ense1_30GraphsFill3,Ense1_30GraphsFill4,Ense1_30GraphsFill5,Ense1_30GraphsFill6,Ense1_30GraphsFill7,Ense1_30GraphsFill8,Ense1_30GraphsFill9,Ense1_30GraphsFill10,Ense1_30GraphsFill11,Ense1_30GraphsFill12,Ense1_30GraphsFill13,Ense1_30GraphsFill14,Ense1_30GraphsFill15,Ense1_30GraphsFill16,Ense1_30GraphsFill17,Ense1_30GraphsFill18,Ense1_30GraphsFill19,Ense1_30GraphsFill20,Ense1_34GraphsFill1,Ense1_34GraphsFill2,Ense1_34GraphsFill3,Ense1_34GraphsFill4,Ense1_34GraphsFill5,Ense1_34GraphsFill6,Ense1_34GraphsFill7,Ense1_34GraphsFill8,Ense1_34GraphsFill9,Ense1_34GraphsFill10,Ense1_34GraphsFill11,Ense1_34GraphsFill12,Ense1_34GraphsFill13,Ense1_34GraphsFill14,Ense1_34GraphsFill15,Ense1_34GraphsFill16,Ense1_34GraphsFill17,Ense1_34GraphsFill18,Ense1_34GraphsFill19,Ense1_34GraphsFill20,Ense1_38GraphsFill1,Ense1_38GraphsFill2,Ense1_38GraphsFill3,Ense1_38GraphsFill4,Ense1_38GraphsFill5,Ense1_38GraphsFill6,Ense1_38GraphsFill7,Ense1_38GraphsFill8,Ense1_38GraphsFill9,Ense1_38GraphsFill10,Ense1_38GraphsFill11,Ense1_38GraphsFill12,Ense1_38GraphsFill13,Ense1_38GraphsFill14,Ense1_38GraphsFill15,Ense1_38GraphsFill16,Ense1_38GraphsFill17,Ense1_38GraphsFill18,Ense1_38GraphsFill19,Ense1_38GraphsFill20,Ense1_42GraphsFill1,Ense1_42GraphsFill2,Ense1_42GraphsFill3,Ense1_42GraphsFill4,Ense1_42GraphsFill5,Ense1_42GraphsFill6,Ense1_42GraphsFill7,Ense1_42GraphsFill8,Ense1_42GraphsFill9,Ense1_42GraphsFill10,Ense1_42GraphsFill11,Ense1_42GraphsFill12,Ense1_42GraphsFill13,Ense1_42GraphsFill14,Ense1_42GraphsFill15,Ense1_42GraphsFill16,Ense1_42GraphsFill17,Ense1_42GraphsFill18,Ense1_42GraphsFill19,Ense1_42GraphsFill20,Ense1_46GraphsFill1,Ense1_46GraphsFill2,Ense1_46GraphsFill3,Ense1_46GraphsFill4,Ense1_46GraphsFill5,Ense1_46GraphsFill6,Ense1_46GraphsFill7,Ense1_46GraphsFill8,Ense1_46GraphsFill9,Ense1_46GraphsFill10,Ense1_46GraphsFill11,Ense1_46GraphsFill12,Ense1_46GraphsFill13,Ense1_46GraphsFill14,Ense1_46GraphsFill15,Ense1_46GraphsFill16,Ense1_46GraphsFill17,Ense1_46GraphsFill18,Ense1_46GraphsFill19,Ense1_46GraphsFill20,Ense1_50GraphsFill1,Ense1_50GraphsFill2,Ense1_50GraphsFill3,Ense1_50GraphsFill4,Ense1_50GraphsFill5,Ense1_50GraphsFill6,Ense1_50GraphsFill7,Ense1_50GraphsFill8,Ense1_50GraphsFill9,Ense1_50GraphsFill10,Ense1_50GraphsFill11,Ense1_50GraphsFill12,Ense1_50GraphsFill13,Ense1_50GraphsFill14,Ense1_50GraphsFill15,Ense1_50GraphsFill16,Ense1_50GraphsFill17,Ense1_50GraphsFill18,Ense1_50GraphsFill19,Ense1_50GraphsFill20,Ense1_54GraphsFill1,Ense1_54GraphsFill2,Ense1_54GraphsFill3,Ense1_54GraphsFill4,Ense1_54GraphsFill5,Ense1_54GraphsFill6,Ense1_54GraphsFill7,Ense1_54GraphsFill8,Ense1_54GraphsFill9,Ense1_54GraphsFill10,Ense1_54GraphsFill11,Ense1_54GraphsFill12,Ense1_54GraphsFill13,Ense1_54GraphsFill14,Ense1_54GraphsFill15,Ense1_54GraphsFill16,Ense1_54GraphsFill17,Ense1_54GraphsFill18,Ense1_54GraphsFill19,Ense1_54GraphsFill20,Ense1_58GraphsFill1,Ense1_58GraphsFill2,Ense1_58GraphsFill3,Ense1_58GraphsFill4,Ense1_58GraphsFill5,Ense1_58GraphsFill6,Ense1_58GraphsFill7,Ense1_58GraphsFill8,Ense1_58GraphsFill9,Ense1_58GraphsFill10,Ense1_58GraphsFill11,Ense1_58GraphsFill12,Ense1_58GraphsFill13,Ense1_58GraphsFill14,Ense1_58GraphsFill15,Ense1_58GraphsFill16,Ense1_58GraphsFill17,Ense1_58GraphsFill18,Ense1_58GraphsFill19,Ense1_58GraphsFill20,Ense1_62GraphsFill1,Ense1_62GraphsFill2,Ense1_62GraphsFill3,Ense1_62GraphsFill4,Ense1_62GraphsFill5,Ense1_62GraphsFill6,Ense1_62GraphsFill7,Ense1_62GraphsFill8,Ense1_62GraphsFill9,Ense1_62GraphsFill10,Ense1_62GraphsFill11,Ense1_62GraphsFill12,Ense1_62GraphsFill13,Ense1_62GraphsFill14,Ense1_62GraphsFill15,Ense1_62GraphsFill16,Ense1_62GraphsFill17,Ense1_62GraphsFill18,Ense1_62GraphsFill19,Ense1_62GraphsFill20,Ense1_66GraphsFill1,Ense1_66GraphsFill2,Ense1_66GraphsFill3,Ense1_66GraphsFill4,Ense1_66GraphsFill5,Ense1_66GraphsFill6,Ense1_66GraphsFill7,Ense1_66GraphsFill8,Ense1_66GraphsFill9,Ense1_66GraphsFill10,Ense1_66GraphsFill11,Ense1_66GraphsFill12,Ense1_66GraphsFill13,Ense1_66GraphsFill14,Ense1_66GraphsFill15,Ense1_66GraphsFill16,Ense1_66GraphsFill17,Ense1_66GraphsFill18,Ense1_66GraphsFill19,Ense1_66GraphsFill20,Ense1_70GraphsFill1,Ense1_70GraphsFill2,Ense1_70GraphsFill3,Ense1_70GraphsFill4,Ense1_70GraphsFill5,Ense1_70GraphsFill6,Ense1_70GraphsFill7,Ense1_70GraphsFill8,Ense1_70GraphsFill9,Ense1_70GraphsFill10,Ense1_70GraphsFill11,Ense1_70GraphsFill12,Ense1_70GraphsFill13,Ense1_70GraphsFill14,Ense1_70GraphsFill15,Ense1_70GraphsFill16,Ense1_70GraphsFill17,Ense1_70GraphsFill18,Ense1_70GraphsFill19,Ense1_70GraphsFill20,Cancer,Disease,Magazine,Newspaper,Age,Gender,Gender_4_TEXT,Race,Race_8_TEXT,English,Educate,Educate_9_TEXT
7/10/22 21:25,7/10/22 21:50,0,75.162.240.180,100,1489,1,7/10/22 21:50,R_1mVPKEmiK9hWDq2,,,,,41.6244,-93.6694,anonymous,EN,1,Chrome,103.0.0.0,Windows NT 10.0,1280x720,1,4,4,flag,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,25,10,7,8,5,2,,7,,1,5,
7/10/22 21:16,7/10/22 21:50,0,47.157.86.246,100,2024,1,7/10/22 21:50,R_24MISzlHC8UZ6Bd,,,,,34.0233,-117.8512,anonymous,EN,1,Chrome,103.0.0.0,Windows NT 10.0,1536x864,1,4,4,grid,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,25,20,7,6,3,1,,2,,2,3,
7/10/22 21:35,7/10/22 22:18,0,24.94.24.22,100,2608,1,7/10/22 22:18,R_3rUPIYHZHcyRGpE,,,,,32.7994,-117.1686,anonymous,EN,0.899999976,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,1,4,4,grid,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,25,20,7,5,8,1,,6,,1,6,
7/10/22 21:29,7/10/22 22:21,0,104.187.250.121,100,3126,1,7/10/22 22:21,R_2THtvQ9E36btZPO,,,,,32.6085,-96.8655,anonymous,EN,0.800000012,Safari iPad,12.1.2,iPad,768x1024,1,4,4,grid,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,25,20,6,6,21,1,,4,,1,6,
7/10/22 21:28,7/10/22 22:25,0,74.204.150.150,100,3440,1,7/10/22 22:25,R_2ahRSl85AaHVYGR,,,,,33.5283,-94.2664,anonymous,EN,1,Chrome,103.0.0.0,Windows NT 10.0,1366x768,1,4,4,grid,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,25,20,7,6,13,1,,7,,1,2,
7/10/22 21:29,7/10/22 22:27,0,74.222.216.251,100,3471,1,7/10/22 22:27,R_4NNCakmnxAbhF1T,,,,,39.0452,-94.7189,anonymous,EN,0.899999976,Chrome iPad,103.0.5060.63,iPad,768x1024,1,4,4,grid,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,25,20,7,8,29,2,,7,,1,6,
7/10/22 21:45,7/10/22 22:38,0,73.113.250.110,100,3191,1,7/10/22 22:38,R_3s7j4QqHA2Vhn9H,,,,,33.5385,-82.1408,anonymous,EN,1,Chrome,103.0.0.0,Windows NT 10.0,1600x900,1,4,4,grid,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,33,55,7,7,41,2,,4,,1,3,
7/10/22 21:35,7/10/22 22:44,0,97.83.235.168,100,4137,1,7/10/22 22:44,R_AilrxeQMyh9Zaud,,,,,43.8013,-91.2134,anonymous,EN,1,Chrome,103.0.0.0,Windows NT 10.0,1600x900,1,4,4,grid,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,25,20,7,6,31,2,,7,,1,6,
7/10/22 21:07,7/10/22 22:49,0,72.199.10.43,100,6129,1,7/10/22 22:49,R_1pJUz54nDkXGchI,,,,,32.9728,-117.0379,anonymous,EN,1,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,1,4,4,grid,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,25,10,7,6,7,1,,2,,1,6,
7/10/22 21:42,7/10/22 22:58,0,64.17.70.152,100,4615,1,7/10/22 22:58,R_3ha8V7RXEQIQdbF,,,,,40.3348,-104.9238,anonymous,EN,1,Chrome,103.0.0.0,Windows NT 10.0,1280x720,1,4,4,grid,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,9,10,7,8,41,2,,7,,1,7,
